date,channel,campaign,objective,impressions,clicks,ctr_pct,cpc,spend,conversions,conversion_rate_pct,cac,revenue,roas,data_status
2021-01-08,Meta Ads,Retargeting,Conversion,17383,600,3.45,1.25,749.47,21,3.5,35.69,1785.0,2.38,SIMULATED
2021-01-09,Display,Remarketing,Conversion,11397,308,2.7,0.9,277.15,6,1.95,46.19,431.2,1.56,SIMULATED
2021-01-09,Google Ads,Brand Search,Search,30391,2792,9.19,1.1,3071.18,112,4.01,27.42,7594.24,2.47,SIMULATED
2021-01-09,Google Ads,Non-Brand Search,Search,22793,1109,4.87,1.65,1829.16,24,2.16,76.22,1756.66,0.96,SIMULATED
2021-01-09,Google Ads,Shopping,Sales,26592,1581,5.95,1.35,2134.02,44,2.78,48.5,3452.9,1.62,SIMULATED
2021-01-09,Meta Ads,Prospecting,Acquisition,28492,554,1.94,1.05,582.01,7,1.26,83.14,412.18,0.71,SIMULATED
2021-01-09,Meta Ads,Retargeting,Conversion,17095,591,3.46,1.25,739.05,21,3.55,35.19,1758.23,2.38,SIMULATED
2021-01-10,Display,Remarketing,Conversion,11217,303,2.7,0.9,272.95,6,1.98,45.49,424.2,1.55,SIMULATED
2021-01-10,Google Ads,Brand Search,Search,29911,2750,9.19,1.1,3024.73,110,4.0,27.5,7480.0,2.47,SIMULATED
2021-01-10,Google Ads,Non-Brand Search,Search,22433,1092,4.87,1.65,1801.49,24,2.2,75.06,1729.73,0.96,SIMULATED
2021-01-10,Google Ads,Shopping,Sales,26172,1557,5.95,1.35,2101.74,44,2.83,47.77,3400.49,1.62,SIMULATED
2021-01-10,Meta Ads,Prospecting,Acquisition,28042,546,1.95,1.05,573.2,7,1.28,81.89,406.22,0.71,SIMULATED
2021-01-10,Meta Ads,Retargeting,Conversion,16825,582,3.46,1.25,727.88,20,3.44,36.39,1731.45,2.38,SIMULATED
2021-01-11,Display,Remarketing,Conversion,11053,298,2.7,0.9,268.64,6,2.01,44.77,417.2,1.55,SIMULATED
2021-01-11,Google Ads,Brand Search,Search,29474,2706,9.18,1.1,2976.97,108,3.99,27.56,7360.32,2.47,SIMULATED
2021-01-11,Google Ads,Non-Brand Search,Search,22105,1075,4.86,1.65,1773.05,24,2.23,73.88,1702.8,0.96,SIMULATED
2021-01-11,Google Ads,Shopping,Sales,25789,1532,5.94,1.35,2068.56,43,2.81,48.11,3345.89,1.62,SIMULATED
2021-01-11,Meta Ads,Prospecting,Acquisition,27631,537,1.94,1.05,564.15,6,1.12,94.02,399.53,0.71,SIMULATED
2021-01-11,Meta Ads,Retargeting,Conversion,16579,573,3.46,1.25,716.38,20,3.49,35.82,1704.68,2.38,SIMULATED
2021-01-12,Display,Remarketing,Conversion,10908,294,2.7,0.9,264.39,6,2.04,44.06,411.6,1.56,SIMULATED
2021-01-12,Google Ads,Brand Search,Search,29088,2663,9.15,1.1,2929.81,107,4.02,27.38,7243.36,2.47,SIMULATED
2021-01-12,Google Ads,Non-Brand Search,Search,21816,1058,4.85,1.65,1744.96,23,2.17,75.87,1675.87,0.96,SIMULATED
2021-01-12,Google Ads,Shopping,Sales,25452,1508,5.92,1.35,2035.79,42,2.79,48.47,3293.47,1.62,SIMULATED
2021-01-12,Meta Ads,Prospecting,Acquisition,27270,529,1.94,1.05,555.21,6,1.13,92.54,393.58,0.71,SIMULATED
2021-01-12,Meta Ads,Retargeting,Conversion,16362,564,3.45,1.25,705.03,20,3.55,35.25,1677.9,2.38,SIMULATED
2021-01-13,Display,Remarketing,Conversion,10785,289,2.68,0.9,260.36,6,2.08,43.39,404.6,1.55,SIMULATED
2021-01-13,Google Ads,Brand Search,Search,28761,2623,9.12,1.1,2885.13,105,4.0,27.48,7134.56,2.47,SIMULATED
2021-01-13,Google Ads,Non-Brand Search,Search,21571,1041,4.83,1.65,1718.35,23,2.21,74.71,1648.94,0.96,SIMULATED
2021-01-13,Google Ads,Shopping,Sales,25166,1485,5.9,1.35,2004.74,42,2.83,47.73,3243.24,1.62,SIMULATED
2021-01-13,Meta Ads,Prospecting,Acquisition,26963,521,1.93,1.05,546.75,6,1.15,91.13,387.62,0.71,SIMULATED
2021-01-13,Meta Ads,Retargeting,Conversion,16178,555,3.43,1.25,694.28,19,3.42,36.54,1651.13,2.38,SIMULATED
2021-01-14,Display,Remarketing,Conversion,10688,285,2.67,0.9,256.71,6,2.11,42.78,399.0,1.55,SIMULATED
2021-01-14,Google Ads,Brand Search,Search,28500,2586,9.07,1.1,2844.71,103,3.98,27.62,7033.92,2.47,SIMULATED
2021-01-14,Google Ads,Non-Brand Search,Search,21375,1027,4.8,1.65,1694.28,23,2.24,73.66,1626.77,0.96,SIMULATED
2021-01-14,Google Ads,Shopping,Sales,24938,1464,5.87,1.35,1976.65,41,2.8,48.21,3197.38,1.62,SIMULATED
2021-01-14,Meta Ads,Prospecting,Acquisition,26719,513,1.92,1.05,539.09,6,1.17,89.85,381.67,0.71,SIMULATED
2021-01-14,Meta Ads,Retargeting,Conversion,16031,548,3.42,1.25,684.56,19,3.47,36.03,1630.3,2.38,SIMULATED
2021-01-15,Display,Remarketing,Conversion,10617,282,2.66,0.9,253.59,6,2.13,42.27,394.8,1.56,SIMULATED
2021-01-15,Google Ads,Brand Search,Search,28311,2555,9.02,1.1,2810.16,102,3.99,27.55,6949.6,2.47,SIMULATED
2021-01-15,Google Ads,Non-Brand Search,Search,21233,1014,4.78,1.65,1673.7,22,2.17,76.08,1606.18,0.96,SIMULATED
2021-01-15,Google Ads,Shopping,Sales,24772,1446,5.84,1.35,1952.65,40,2.77,48.82,3158.06,1.62,SIMULATED
2021-01-15,Meta Ads,Prospecting,Acquisition,26541,507,1.91,1.05,532.54,6,1.18,88.76,377.21,0.71,SIMULATED
2021-01-15,Meta Ads,Retargeting,Conversion,15925,541,3.4,1.25,676.24,19,3.51,35.59,1609.48,2.38,SIMULATED
2021-01-16,Display,Remarketing,Conversion,10574,279,2.64,0.9,251.13,6,2.15,41.85,390.6,1.56,SIMULATED
2021-01-16,Google Ads,Brand Search,Search,28197,2530,8.97,1.1,2782.86,101,3.99,27.55,6881.6,2.47,SIMULATED
2021-01-16,Google Ads,Non-Brand Search,Search,21148,1005,4.75,1.65,1657.44,22,2.19,75.34,1591.92,0.96,SIMULATED
2021-01-16,Google Ads,Shopping,Sales,24672,1432,5.8,1.35,1933.68,40,2.79,48.34,3127.49,1.62,SIMULATED
2021-01-16,Meta Ads,Prospecting,Acquisition,26434,502,1.9,1.05,527.37,6,1.2,87.89,373.49,0.71,SIMULATED
2021-01-16,Meta Ads,Retargeting,Conversion,15861,536,3.38,1.25,669.67,19,3.54,35.25,1594.6,2.38,SIMULATED
2021-01-17,Display,Remarketing,Conversion,10560,277,2.62,0.9,249.42,6,2.17,41.57,387.8,1.55,SIMULATED
2021-01-17,Google Ads,Brand Search,Search,28160,2513,8.92,1.1,2763.9,101,4.02,27.37,6835.36,2.47,SIMULATED
2021-01-17,Google Ads,Non-Brand Search,Search,21120,998,4.73,1.65,1646.15,22,2.2,74.83,1580.83,0.96,SIMULATED
2021-01-17,Google Ads,Shopping,Sales,24640,1423,5.78,1.35,1920.5,40,2.81,48.01,3107.83,1.62,SIMULATED
2021-01-17,Meta Ads,Prospecting,Acquisition,26400,499,1.89,1.05,523.77,6,1.2,87.3,371.26,0.71,SIMULATED
2021-01-17,Meta Ads,Retargeting,Conversion,15840,532,3.36,1.25,665.11,19,3.57,35.01,1582.7,2.38,SIMULATED
2021-01-18,Display,Remarketing,Conversion,10576,276,2.61,0.9,248.53,6,2.17,41.42,386.4,1.55,SIMULATED
2021-01-18,Google Ads,Brand Search,Search,28202,2504,8.88,1.1,2754.03,100,3.99,27.54,6810.88,2.47,SIMULATED
2021-01-18,Google Ads,Non-Brand Search,Search,21151,994,4.7,1.65,1640.27,22,2.21,74.56,1574.5,0.96,SIMULATED
2021-01-18,Google Ads,Shopping,Sales,24676,1418,5.75,1.35,1913.65,40,2.82,47.84,3096.91,1.62,SIMULATED
2021-01-18,Meta Ads,Prospecting,Acquisition,26439,497,1.88,1.05,521.9,6,1.21,86.98,369.77,0.71,SIMULATED
2021-01-18,Meta Ads,Retargeting,Conversion,15863,530,3.34,1.25,662.74,19,3.58,34.88,1576.75,2.38,SIMULATED
2021-01-19,Display,Remarketing,Conversion,10620,276,2.6,0.9,248.49,6,2.17,41.41,386.4,1.55,SIMULATED
2021-01-19,Google Ads,Brand Search,Search,28320,2503,8.84,1.1,2753.65,100,4.0,27.54,6808.16,2.47,SIMULATED
2021-01-19,Google Ads,Non-Brand Search,Search,21240,994,4.68,1.65,1640.04,22,2.21,74.55,1574.5,0.96,SIMULATED
2021-01-19,Google Ads,Shopping,Sales,24780,1417,5.72,1.35,1913.38,40,2.82,47.83,3094.73,1.62,SIMULATED
2021-01-19,Meta Ads,Prospecting,Acquisition,26550,497,1.87,1.05,521.83,6,1.21,86.97,369.77,0.71,SIMULATED
2021-01-19,Meta Ads,Retargeting,Conversion,15930,530,3.33,1.25,662.64,19,3.58,34.88,1576.75,2.38,SIMULATED
2021-01-20,Display,Remarketing,Conversion,10693,277,2.59,0.9,249.31,6,2.17,41.55,387.8,1.56,SIMULATED
2021-01-20,Google Ads,Brand Search,Search,28514,2512,8.81,1.1,2762.77,100,3.98,27.63,6832.64,2.47,SIMULATED
2021-01-20,Google Ads,Non-Brand Search,Search,21386,997,4.66,1.65,1645.48,22,2.21,74.79,1579.25,0.96,SIMULATED
2021-01-20,Google Ads,Shopping,Sales,24950,1422,5.7,1.35,1919.72,40,2.81,47.99,3105.65,1.62,SIMULATED
2021-01-20,Meta Ads,Prospecting,Acquisition,26732,499,1.87,1.05,523.56,6,1.2,87.26,371.26,0.71,SIMULATED
2021-01-20,Meta Ads,Retargeting,Conversion,16039,532,3.32,1.25,664.84,19,3.57,34.99,1582.7,2.38,SIMULATED
2021-01-21,Display,Remarketing,Conversion,10792,279,2.59,0.9,250.96,6,2.15,41.83,390.6,1.56,SIMULATED
2021-01-21,Google Ads,Brand Search,Search,28779,2528,8.78,1.1,2781.03,101,4.0,27.53,6876.16,2.47,SIMULATED
2021-01-21,Google Ads,Non-Brand Search,Search,21584,1004,4.65,1.65,1656.35,22,2.19,75.29,1590.34,0.96,SIMULATED
2021-01-21,Google Ads,Shopping,Sales,25182,1431,5.68,1.35,1932.41,40,2.8,48.31,3125.3,1.62,SIMULATED
2021-01-21,Meta Ads,Prospecting,Acquisition,26981,502,1.86,1.05,527.02,6,1.2,87.84,373.49,0.71,SIMULATED
2021-01-21,Meta Ads,Retargeting,Conversion,16188,535,3.3,1.25,669.23,19,3.55,35.22,1591.63,2.38,SIMULATED
2021-01-22,Display,Remarketing,Conversion,10916,282,2.58,0.9,253.37,6,2.13,42.23,394.8,1.56,SIMULATED
2021-01-22,Google Ads,Brand Search,Search,29110,2552,8.77,1.1,2807.71,102,4.0,27.53,6941.44,2.47,SIMULATED
2021-01-22,Google Ads,Non-Brand Search,Search,21832,1013,4.64,1.65,1672.24,22,2.17,76.01,1604.59,0.96,SIMULATED
2021-01-22,Google Ads,Shopping,Sales,25471,1445,5.67,1.35,1950.94,40,2.77,48.77,3155.88,1.62,SIMULATED
2021-01-22,Meta Ads,Prospecting,Acquisition,27290,507,1.86,1.05,532.08,6,1.18,88.68,377.21,0.71,SIMULATED
2021-01-22,Meta Ads,Retargeting,Conversion,16374,541,3.3,1.25,675.65,19,3.51,35.56,1609.48,2.38,SIMULATED
2021-01-23,Display,Remarketing,Conversion,11062,285,2.58,0.9,256.44,6,2.11,42.74,399.0,1.56,SIMULATED
2021-01-23,Google Ads,Brand Search,Search,29499,2583,8.76,1.1,2841.72,103,3.99,27.59,7025.76,2.47,SIMULATED
2021-01-23,Google Ads,Non-Brand Search,Search,22124,1026,4.64,1.65,1692.5,23,2.24,73.59,1625.18,0.96,SIMULATED
2021-01-23,Google Ads,Shopping,Sales,25812,1463,5.67,1.35,1974.58,41,2.8,48.16,3195.19,1.62,SIMULATED
2021-01-23,Meta Ads,Prospecting,Acquisition,27656,513,1.85,1.05,538.52,6,1.17,89.75,381.67,0.71,SIMULATED
2021-01-23,Meta Ads,Retargeting,Conversion,16593,547,3.3,1.25,683.84,19,3.47,35.99,1627.33,2.38,SIMULATED
2021-01-24,Display,Remarketing,Conversion,11227,289,2.57,0.9,260.05,6,2.08,43.34,404.6,1.56,SIMULATED
2021-01-24,Google Ads,Brand Search,Search,29940,2620,8.75,1.1,2881.73,105,4.01,27.45,7126.4,2.47,SIMULATED
2021-01-24,Google Ads,Non-Brand Search,Search,22455,1040,4.63,1.65,1716.33,23,2.21,74.62,1647.36,0.96,SIMULATED
2021-01-24,Google Ads,Shopping,Sales,26197,1483,5.66,1.35,2002.38,42,2.83,47.68,3238.87,1.62,SIMULATED
2021-01-24,Meta Ads,Prospecting,Acquisition,28068,520,1.85,1.05,546.1,6,1.15,91.02,386.88,0.71,SIMULATED
2021-01-24,Meta Ads,Retargeting,Conversion,16841,555,3.3,1.25,693.46,19,3.42,36.5,1651.13,2.38,SIMULATED
2021-01-25,Display,Remarketing,Conversion,11408,293,2.57,0.9,264.06,6,2.05,44.01,410.2,1.55,SIMULATED
2021-01-25,Google Ads,Brand Search,Search,30422,2660,8.74,1.1,2926.14,106,3.98,27.61,7235.2,2.47,SIMULATED
2021-01-25,Google Ads,Non-Brand Search,Search,22816,1056,4.63,1.65,1742.77,23,2.18,75.77,1672.7,0.96,SIMULATED
2021-01-25,Google Ads,Shopping,Sales,26619,1506,5.66,1.35,2033.23,42,2.79,48.41,3289.1,1.62,SIMULATED
2021-01-25,Meta Ads,Prospecting,Acquisition,28521,528,1.85,1.05,554.52,6,1.14,92.42,392.83,0.71,SIMULATED
2021-01-25,Meta Ads,Retargeting,Conversion,17112,563,3.29,1.25,704.15,20,3.55,35.21,1674.93,2.38,SIMULATED
2021-01-26,Display,Remarketing,Conversion,11601,298,2.57,0.9,268.3,6,2.01,44.72,417.2,1.55,SIMULATED
2021-01-26,Google Ads,Brand Search,Search,30936,2703,8.74,1.1,2973.17,108,4.0,27.53,7352.16,2.47,SIMULATED
2021-01-26,Google Ads,Non-Brand Search,Search,23202,1073,4.62,1.65,1770.78,24,2.24,73.78,1699.63,0.96,SIMULATED
2021-01-26,Google Ads,Shopping,Sales,27069,1530,5.65,1.35,2065.91,43,2.81,48.04,3341.52,1.62,SIMULATED
2021-01-26,Meta Ads,Prospecting,Acquisition,29003,537,1.85,1.05,563.43,6,1.12,93.9,399.53,0.71,SIMULATED
2021-01-26,Meta Ads,Retargeting,Conversion,17402,572,3.29,1.25,715.47,20,3.5,35.77,1701.7,2.38,SIMULATED
2021-01-27,Display,Remarketing,Conversion,11802,303,2.57,0.9,272.61,6,1.98,45.44,424.2,1.56,SIMULATED
2021-01-27,Google Ads,Brand Search,Search,31473,2746,8.72,1.1,3020.95,110,4.01,27.46,7469.12,2.47,SIMULATED
2021-01-27,Google Ads,Non-Brand Search,Search,23604,1090,4.62,1.65,1799.24,24,2.2,74.97,1726.56,0.96,SIMULATED
2021-01-27,Google Ads,Shopping,Sales,27538,1555,5.65,1.35,2099.12,44,2.83,47.71,3396.12,1.62,SIMULATED
2021-01-27,Meta Ads,Prospecting,Acquisition,29505,545,1.85,1.05,572.49,7,1.28,81.78,405.48,0.71,SIMULATED
2021-01-27,Meta Ads,Retargeting,Conversion,17703,582,3.29,1.25,726.97,20,3.44,36.35,1731.45,2.38,SIMULATED
2021-01-28,Display,Remarketing,Conversion,12007,308,2.57,0.9,276.82,6,1.95,46.14,431.2,1.56,SIMULATED
2021-01-28,Google Ads,Brand Search,Search,32019,2789,8.71,1.1,3067.58,112,4.02,27.39,7586.08,2.47,SIMULATED
2021-01-28,Google Ads,Non-Brand Search,Search,24015,1107,4.61,1.65,1827.01,24,2.17,76.13,1753.49,0.96,SIMULATED
2021-01-28,Google Ads,Shopping,Sales,28017,1579,5.64,1.35,2131.51,44,2.79,48.44,3448.54,1.62,SIMULATED
2021-01-28,Meta Ads,Prospecting,Acquisition,30018,554,1.85,1.05,581.32,7,1.26,83.05,412.18,0.71,SIMULATED
2021-01-28,Meta Ads,Retargeting,Conversion,18011,591,3.28,1.25,738.19,21,3.55,35.15,1758.23,2.38,SIMULATED
2021-01-29,Display,Remarketing,Conversion,12212,312,2.55,0.9,280.76,6,1.92,46.79,436.8,1.56,SIMULATED
2021-01-29,Google Ads,Brand Search,Search,32566,2828,8.68,1.1,3111.19,113,4.0,27.53,7692.16,2.47,SIMULATED
2021-01-29,Google Ads,Non-Brand Search,Search,24424,1123,4.6,1.65,1852.99,25,2.23,74.12,1778.83,0.96,SIMULATED
2021-01-29,Google Ads,Shopping,Sales,28495,1601,5.62,1.35,2161.82,45,2.81,48.04,3496.58,1.62,SIMULATED
2021-01-29,Meta Ads,Prospecting,Acquisition,30531,562,1.84,1.05,589.59,7,1.25,84.23,418.13,0.71,SIMULATED
2021-01-29,Meta Ads,Retargeting,Conversion,18318,599,3.27,1.25,748.68,21,3.51,35.65,1782.03,2.38,SIMULATED
2021-01-30,Display,Remarketing,Conversion,12413,316,2.55,0.9,284.26,6,1.9,47.38,442.4,1.56,SIMULATED
2021-01-30,Google Ads,Brand Search,Search,33101,2864,8.65,1.1,3150.05,115,4.02,27.39,7790.08,2.47,SIMULATED
2021-01-30,Google Ads,Non-Brand Search,Search,24826,1137,4.58,1.65,1876.13,25,2.2,75.05,1801.01,0.96,SIMULATED
2021-01-30,Google Ads,Shopping,Sales,28963,1621,5.6,1.35,2188.82,45,2.78,48.64,3540.26,1.62,SIMULATED
2021-01-30,Meta Ads,Prospecting,Acquisition,31032,569,1.83,1.05,596.95,7,1.23,85.28,423.34,0.71,SIMULATED
2021-01-30,Meta Ads,Retargeting,Conversion,18619,606,3.25,1.25,758.03,21,3.47,36.1,1802.85,2.38,SIMULATED
2021-01-31,Display,Remarketing,Conversion,12605,319,2.53,0.9,287.2,6,1.88,47.87,446.6,1.56,SIMULATED
2021-01-31,Google Ads,Brand Search,Search,33613,2893,8.61,1.1,3182.61,116,4.01,27.44,7868.96,2.47,SIMULATED
2021-01-31,Google Ads,Non-Brand Search,Search,25210,1149,4.56,1.65,1895.53,25,2.18,75.82,1820.02,0.96,SIMULATED
2021-01-31,Google Ads,Shopping,Sales,29412,1638,5.57,1.35,2211.45,46,2.81,48.07,3577.39,1.62,SIMULATED
2021-01-31,Meta Ads,Prospecting,Acquisition,31513,574,1.82,1.05,603.12,7,1.22,86.16,427.06,0.71,SIMULATED
2021-01-31,Meta Ads,Retargeting,Conversion,18908,613,3.24,1.25,765.87,21,3.43,36.47,1823.68,2.38,SIMULATED
